modnr, pixrad, nmod, tot_t, mod_t, burn_t
002617, 12, 200, 100.81, 15.24, 75.19
000758, 8, 200, 3.71, 2.38, 0.99
001730, 7, 200, 2.82, 1.88, 0.68
003458, 8, 0, 0, 0, 0
001252, 8, 200, 3.34, 2.00, 1.03
001264, 8, 200, 3.18, 1.83, 1.03
000657, 8, 200, 3.70, 2.18, 1.12
000587, 8, 200, 3.16, 1.60, 1.15
001982, 8, 200, 9.82, 3.13, 5.62
001378, 8, 200, 8.73, 2.38, 5.39
003466, 8, 200, 3.21, 1.87, 1.00
000729, 5, 200, 2.36, 0.70, 1.38
003360, 8, 200, 3.73, 2.20, 1.12
001497, 10, 200, 5.55, 2.23, 2.59
001278, 8, 200, 3.23, 1.85, 1.06
000942, 8, 200, 6.03, 1.08, 4.23
002563, 12, 200, 13.91, 4.56, 7.68
002341, 8, 200, 2.60, 1.37, 0.92
000773, 8, 200, 2.72, 1.36, 1.04
000057, 5, 200, 1.39, 0.48, 0.74
003598, 8, 200, 9.93, 3.27, 5.61
000509, 8, 200, 9.35, 2.57, 5.79
002500, 8, 200, 3.15, 1.92, 0.91
001442, 8, 200, 3.70, 2.17, 1.14
002378, 8, 200, 3.70, 2.18, 1.13
001324, 8, 200, 2.72, 1.36, 1.06
001149, 8, 200, 2.73, 1.37, 1.06
003459, 8, 0, 0, 0, 0
001597, 10, 200, 6.21, 2.81, 2.56
000783, 8, 200, 2.75, 1.37, 1.05
002635, 12, 200, 95.15, 15.39, 65.42
003148, 11, 200, 9.19, 2.96, 5.02
002590, 12, 200, 12.85, 4.46, 6.69
002244, 12, 200, 99.21, 16.10, 73.04
003341, 8, 200, 3.19, 1.84, 1.02
001789, 12, 200, 13.26, 3.87, 7.82
002565, 12, 200, 90.23, 17.38, 63.82
002113, 11, 200, 10.92, 3.51, 5.91
000487, 5, 200, 1.90, 0.56, 1.03
001971, 8, 200, 3.13, 1.90, 0.90
000003, 5, 200, 2.50, 1.26, 0.95
000231, 8, 200, 10.87, 3.68, 6.17
001305, 8, 200, 3.67, 2.32, 0.98
002035, 8, 200, 3.15, 1.59, 1.16
003423, 12, 200, 15.93, 5.36, 8.58
001230, 8, 200, 3.35, 2.03, 1.00
002809, 11, 200, 9.21, 2.92, 5.02
002788, 8, 200, 2.78, 1.41, 1.04
001708, 9, 200, 15.67, 3.21, 11.04
003203, 10, 200, 32.82, 8.70, 20.61
003262, 8, 200, 35.33, 6.30, 25.55
002915, 9, 200, 19.64, 5.48, 11.97
000084, 5, 200, 1.84, 0.95, 0.70
002418, 12, 200, 104.31, 14.20, 81.56
002765, 8, 200, 3.73, 2.19, 1.13
000791, 8, 200, 2.92, 1.56, 1.05
001484, 0, 0, 0, 0, 0
000209, 8, 200, 2.62, 1.37, 0.95
003469, 8, 200, 3.21, 1.87, 1.01
003400, 12, 200, 85.59, 14.03, 62.56
003048, 12, 200, 14.70, 5.27, 7.56
003248, 8, 200, 3.12, 1.57, 1.15
001966, 11, 200, 10.63, 3.28, 5.86
001625, 8, 200, 3.11, 1.87, 0.88
001534, 8, 200, 3.76, 2.24, 1.14
001556, 8, 200, 3.21, 1.89, 1.02
002060, 12, 200, 88.24, 12.28, 67.19
000904, 8, 200, 3.06, 1.75, 1.01
002988, 8, 200, 3.27, 1.92, 1.01
000176, 8, 200, 2.92, 1.55, 1.07
002793, 11, 200, 57.28, 9.57, 42.04
000801, 8, 200, 2.73, 1.35, 1.06
002610, 12, 200, 16.68, 5.24, 9.31
001731, 9, 200, 20.68, 6.30, 12.08
003134, 8, 0, 0, 0, 0
003306, 8, 200, 132.08, 18.67, 100.08
000020, 5, 200, 2.87, 1.24, 1.35
002045, 8, 200, 9.23, 2.43, 5.77
000229, 8, 200, 3.16, 1.61, 1.16
001156, 8, 200, 2.82, 1.44, 1.07
003269, 5, 200, 1.17, 0.83, 0.24
002280, 12, 200, 123.50, 18.82, 93.67
000661, 8, 200, 2.73, 1.36, 1.06
002336, 8, 200, 3.68, 2.14, 1.14
003482, 8, 200, 3.68, 2.15, 1.13
001700, 8, 200, 2.70, 1.35, 1.05
000764, 5, 200, 1.36, 0.49, 0.68
001588, 8, 200, 2.72, 1.36, 1.05
002850, 8, 200, 8.98, 2.47, 5.42
001853, 8, 200, 2.63, 1.40, 0.92
001880, 11, 200, 8.84, 2.81, 5.01
003532, 8, 200, 3.23, 1.89, 1.01
002355, 8, 200, 9.52, 3.13, 5.31
000256, 8, 200, 3.71, 2.18, 1.13
000394, 8, 900, 8.53, 6.97, 1.15
002950, 8, 0, 0, 0, 0
001158, 8, 200, 2.68, 1.34, 1.05
002310, 12, 200, 86.15, 14.34, 63.17
000047, 5, 200, 1.59, 0.83, 0.61
000040, 6, 200, 3.11, 1.93, 0.94
003497, 12, 200, 14.87, 4.24, 8.81
002607, 12, 200, 86.96, 14.22, 63.76
000338, 8, 150, 2.74, 1.20, 1.16
002323, 8, 200, 2.62, 1.38, 0.91
002888, 8, 200, 6.36, 1.14, 4.44
000826, 8, 200, 3.43, 1.89, 1.15
001238, 8, 200, 3.29, 1.92, 1.04
002099, 12, 200, 91.12, 15.89, 65.34
002502, 12, 200, 83.91, 13.88, 61.64
002719, 8, 200, 10.11, 3.26, 5.79
001793, 12, 200, 12.12, 3.65, 6.64
002772, 8, 200, 9.50, 3.34, 5.10
002241, 12, 200, 89.13, 13.06, 67.21
003332, 12, 200, 12.58, 3.88, 7.23
002624, 12, 200, 16.30, 5.23, 8.97
003076, 10, 200, 6.74, 2.95, 2.87
003242, 8, 200, 3.28, 1.92, 1.03
002201, 8, 300, 3.80, 2.27, 1.15
000666, 8, 200, 2.75, 1.36, 1.08
002286, 12, 200, 131.97, 15.55, 101.88
001512, 10, 200, 6.15, 2.44, 2.90
002794, 8, 200, 2.76, 1.39, 1.05
002954, 8, 0, 0, 0, 0
000865, 8, 200, 2.97, 1.63, 1.03
000708, 8, 200, 2.80, 1.41, 1.05
000955, 8, 200, 2.75, 1.37, 1.07
002487, 12, 200, 89.97, 16.71, 63.89
001841, 8, 200, 3.15, 1.93, 0.88
000169, 8, 200, 3.20, 1.83, 1.02
003015, 8, 200, 9.50, 3.13, 5.15
001989, 8, 200, 2.62, 1.39, 0.91
003254, 8, 200, 3.69, 2.16, 1.12
002837, 12, 200, 13.93, 4.45, 7.46
002254, 12, 200, 13.44, 4.52, 7.43
000895, 8, 200, 3.14, 1.91, 0.91
001773, 8, 200, 3.13, 1.92, 0.89
002148, 8, 200, 3.21, 1.98, 0.92
000940, 5, 200, 1.99, 1.18, 0.59
000577, 8, 1400, 15.71, 14.19, 1.13
001092, 8, 200, 3.63, 2.31, 0.98
002334, 8, 200, 9.91, 3.26, 5.54
002661, 8, 0, 0, 0, 0
002554, 11, 200, 53.38, 8.88, 41.36
001854, 8, 200, 3.24, 1.66, 1.19
001846, 11, 200, 10.98, 3.45, 6.06
002181, 8, 200, 9.28, 2.39, 5.88
001568, 8, 200, 3.24, 1.93, 1.00
003592, 8, 200, 9.24, 2.51, 5.73
001071, 8, 200, 3.16, 1.81, 1.03
002669, 8, 200, 9.75, 3.07, 5.63
000589, 8, 200, 8.50, 2.38, 5.10
002836, 8, 200, 13.05, 2.44, 9.34
000494, 8, 200, 9.38, 3.11, 5.23
003468, 8, 200, 9.77, 3.14, 5.64
001237, 8, 200, 3.16, 1.81, 1.02
002312, 12, 200, 16.34, 5.34, 9.14
000283, 8, 200, 3.15, 1.59, 1.15
000930, 8, 200, 5.48, 1.08, 3.60
002577, 12, 200, 88.00, 15.73, 63.15
000201, 8, 2000, 30.82, 24.86, 4.98
002391, 8, 200, 9.55, 3.15, 5.40
001452, 8, 200, 2.77, 1.40, 1.05
003204, 10, 200, 6.68, 2.89, 2.87
001351, 8, 200, 2.76, 1.41, 1.04
002956, 8, 200, 3.25, 1.91, 1.02
000682, 8, 200, 3.09, 1.56, 1.16
002105, 8, 200, 8.79, 2.72, 5.09
000861, 5, 200, 1.20, 0.42, 0.62
001843, 9, 200, 22.99, 6.04, 13.61
001492, 10, 200, 7.05, 3.45, 2.82
002190, 8, 200, 9.16, 2.64, 5.50
002599, 12, 200, 12.56, 3.76, 7.23
000824, 8, 200, 3.21, 1.87, 1.03
001004, 8, 200, 3.01, 1.70, 1.00
000310, 8, 200, 9.02, 2.60, 5.45
000067, 5, 200, 3.99, 2.40, 1.30
000581, 5, 200, 1.22, 0.42, 0.65
002639, 12, 200, 90.45, 15.06, 65.24
001222, 8, 0, 0, 0, 0
002587, 12, 200, 12.66, 4.33, 6.52
001895, 8, 200, 8.88, 2.57, 5.28
003019, 11, 200, 58.67, 10.25, 42.56
000568, 8, 200, 3.18, 1.86, 1.01
003510, 8, 200, 11.21, 3.34, 6.87
000879, 8, 200, 2.64, 1.40, 0.93
001037, 8, 200, 3.05, 1.68, 1.06
002534, 12, 200, 15.90, 5.10, 8.86
002388, 8, 200, 9.66, 3.09, 5.50
002927, 10, 200, 33.66, 9.01, 21.41
003481, 8, 200, 3.21, 1.89, 0.99
000326, 8, 200, 7.27, 1.39, 4.96
001343, 8, 200, 2.80, 1.42, 1.07
002430, 8, 200, 10.93, 2.67, 7.29
002274, 12, 200, 88.80, 15.69, 64.47
003004, 8, 200, 3.21, 1.88, 1.01
003550, 8, 200, 9.18, 2.57, 5.48
001384, 8, 200, 8.20, 2.31, 4.98
001909, 12, 200, 14.44, 5.42, 7.32
001673, 7, 300, 4.26, 1.69, 2.02
000297, 8, 200, 31.52, 4.30, 23.93
000382, 8, 100, 2.49, 0.87, 1.15
001996, 8, 200, 3.69, 2.17, 1.13
001104, 8, 200, 3.32, 1.99, 1.02
001944, 9, 200, 4.19, 1.89, 1.70
002585, 12, 200, 16.02, 5.11, 8.69
003525, 12, 200, 88.63, 13.67, 66.12
002835, 8, 200, 3.14, 1.61, 1.15
003151, 11, 200, 56.19, 9.90, 40.48
001316, 8, 200, 3.33, 1.97, 1.04
002068, 11, 200, 10.46, 3.33, 5.50
000613, 5, 200, 1.61, 0.79, 0.59
000889, 5, 200, 1.21, 0.42, 0.63
002648, 12, 200, 16.57, 5.38, 8.74
002704, 8, 200, 3.79, 2.24, 1.15
002269, 10, 200, 5.72, 2.31, 2.61
002436, 12, 200, 97.87, 16.30, 71.01
000933, 5, 0, 0, 0, 0
001425, 8, 200, 3.10, 1.88, 0.89
003473, 8, 200, 3.70, 2.16, 1.13
000912, 8, 0, 0, 0, 0
002561, 10, 200, 7.87, 3.32, 3.33
000723, 5, 200, 1.22, 0.43, 0.63
000279, 8, 200, 9.25, 2.43, 5.81
001398, 8, 200, 3.24, 1.65, 1.17
003208, 8, 200, 3.22, 1.86, 1.01
000156, 5, 200, 1.34, 0.47, 0.68
003092, 10, 200, 6.59, 2.84, 2.85
000522, 8, 200, 3.11, 1.58, 1.15
000054, 8, 200, 3.72, 2.15, 1.20
000643, 8, 200, 3.22, 1.87, 1.03
002922, 8, 200, 3.67, 2.13, 1.12
001223, 8, 200, 3.41, 2.06, 1.04
001213, 8, 200, 3.25, 1.89, 1.01
002589, 12, 200, 86.33, 13.61, 63.65
000196, 8, 2000, 13.91, 12.64, 0.96
000068, 5, 200, 1.60, 0.82, 0.61
002321, 12, 200, 15.92, 5.25, 8.55
001948, 8, 200, 3.15, 1.63, 1.15
001826, 12, 200, 15.30, 4.33, 9.01
000953, 8, 200, 2.79, 1.43, 1.05
000247, 0, 0, 0, 0, 0
002731, 8, 200, 9.32, 2.41, 5.88
000553, 8, 200, 3.21, 1.86, 1.01
001872, 12, 200, 14.63, 5.05, 7.91
002783, 8, 200, 3.16, 1.62, 1.16
002829, 12, 200, 13.58, 4.49, 7.24
003406, 8, 200, 9.91, 2.62, 6.20
001373, 8, 200, 8.35, 2.32, 5.05
001993, 8, 200, 3.67, 2.15, 1.12
001302, 8, 200, 2.96, 1.61, 1.02
000341, 8, 200, 8.46, 2.45, 5.02
001137, 8, 200, 3.22, 1.86, 1.04
003483, 8, 200, 9.17, 3.06, 5.09
001363, 8, 200, 2.78, 1.38, 1.08
002443, 8, 200, 2.63, 1.39, 0.92
002706, 8, 200, 3.73, 2.20, 1.15
001845, 8, 200, 2.61, 1.38, 0.91
003138, 11, 200, 11.03, 4.11, 5.37
002141, 9, 200, 19.99, 4.83, 13.11
003545, 8, 200, 3.77, 2.24, 1.13
000688, 8, 200, 2.74, 1.38, 1.05
001956, 11, 200, 8.12, 2.78, 4.21
000704, 8, 0, 0, 0, 0
001755, 8, 200, 8.44, 2.54, 4.91
001187, 8, 200, 3.22, 1.89, 1.03
001440, 8, 200, 2.83, 1.49, 1.05
002476, 8, 200, 3.08, 1.88, 0.89
001847, 11, 200, 56.58, 10.14, 40.83
002673, 8, 200, 9.84, 3.23, 5.57
002037, 11, 200, 8.51, 2.77, 4.52
001917, 11, 200, 8.34, 2.78, 4.41
000103, 8, 2000, 40.10, 33.79, 5.34
001141, 8, 200, 2.95, 1.58, 1.05
003356, 8, 200, 3.22, 1.87, 1.01
002330, 12, 200, 16.00, 5.30, 8.71
002364, 8, 200, 9.87, 3.30, 5.55
001530, 8, 200, 3.14, 1.61, 1.17
000648, 8, 200, 3.25, 1.88, 1.00
001814, 8, 200, 3.14, 1.56, 1.18
003420, 12, 200, 16.24, 5.35, 8.88
002034, 8, 200, 2.65, 1.39, 0.93
001339, 8, 200, 3.22, 1.85, 1.02
000029, 7, 200, 2.47, 1.65, 0.61
001424, 8, 200, 3.18, 1.83, 1.03
000214, 8, 0, 0, 0, 0
002252, 12, 200, 16.05, 5.48, 8.78
002755, 8, 200, 3.23, 1.89, 1.02
000454, 8, 200, 3.11, 1.56, 1.15
000699, 8, 200, 9.15, 3.12, 5.01
002621, 12, 200, 93.08, 14.48, 65.36
002156, 8, 200, 3.09, 1.56, 1.16
003567, 11, 200, 10.31, 3.35, 5.60
001778, 12, 200, 15.49, 4.34, 9.07
002139, 8, 200, 3.10, 1.89, 0.89
002126, 11, 200, 53.89, 9.19, 39.19
000113, 5, 200, 2.42, 0.85, 1.25
000901, 8, 200, 6.42, 1.40, 4.25
001627, 8, 200, 8.55, 2.34, 5.25
001749, 8, 200, 3.10, 1.87, 0.89
001050, 8, 200, 2.94, 1.59, 1.06
001263, 8, 200, 3.24, 1.87, 1.05
000203, 8, 2000, 24.35, 23.10, 0.92
003586, 5, 200, 2.35, 1.62, 0.58
000554, 8, 200, 10.29, 3.84, 5.43
000140, 8, 1000, 19.32, 13.32, 5.11
001246, 8, 200, 2.77, 1.41, 1.05
001560, 8, 200, 3.22, 1.89, 1.02
003401, 12, 200, 13.12, 4.33, 7.03
002303, 12, 200, 16.09, 5.31, 8.91
003403, 12, 200, 86.95, 13.66, 64.17
003334, 12, 200, 87.55, 13.50, 65.57
003396, 12, 200, 15.41, 4.43, 9.00
002787, 8, 200, 8.52, 2.31, 5.20
001259, 8, 200, 3.22, 1.87, 1.03
003553, 8, 200, 9.82, 3.23, 5.50
002227, 8, 200, 3.14, 1.92, 0.89
000841, 8, 200, 2.73, 1.38, 1.04
000676, 8, 200, 3.14, 1.82, 0.99
002043, 11, 200, 8.74, 2.82, 4.76
002173, 8, 0, 0, 0, 0
001747, 8, 200, 10.75, 3.49, 6.17
001357, 8, 200, 3.01, 1.64, 1.05
001506, 10, 200, 6.89, 2.58, 3.37
002696, 8, 200, 3.13, 1.58, 1.17
002305, 12, 200, 12.24, 4.31, 6.45
002716, 8, 200, 3.76, 2.23, 1.14
001078, 8, 200, 3.65, 2.32, 0.99
001906, 12, 200, 16.41, 5.45, 8.71
002535, 12, 200, 89.12, 14.13, 66.32
001021, 8, 200, 3.26, 1.94, 1.03
002493, 12, 200, 84.51, 14.22, 61.12
001525, 7, 200, 1.93, 1.16, 0.56
000979, 8, 200, 3.72, 2.34, 1.02
003062, 8, 0, 0, 0, 0
001075, 8, 200, 2.71, 1.35, 1.04
002052, 12, 200, 12.68, 4.30, 6.69
002700, 8, 200, 4.26, 2.76, 1.11
003080, 10, 200, 6.63, 2.82, 2.88
002066, 8, 200, 8.77, 2.46, 5.31
000624, 8, 200, 8.83, 2.57, 5.28
001809, 11, 200, 8.80, 2.85, 4.76
000027, 8, 200, 3.17, 1.59, 1.21
000840, 8, 200, 2.87, 1.54, 1.02
001827, 12, 200, 89.05, 14.36, 65.92
000134, 8, 800, 16.69, 10.61, 5.10
001547, 8, 200, 9.44, 3.55, 4.88
003188, 8, 200, 3.25, 1.90, 1.02
002411, 8, 200, 3.68, 2.17, 1.12
002152, 8, 200, 3.12, 1.88, 0.88
002904, 10, 200, 5.93, 2.24, 2.93
002654, 8, 200, 3.14, 1.61, 1.16
000796, 8, 200, 3.23, 1.90, 1.02
002260, 12, 200, 13.32, 4.38, 7.44
000518, 8, 200, 2.73, 1.38, 1.03
003527, 12, 200, 14.87, 4.32, 8.60
002808, 12, 200, 88.30, 14.07, 65.47
001743, 8, 200, 10.97, 3.41, 6.49
002385, 8, 200, 9.84, 3.21, 5.53
001998, 8, 200, 3.12, 1.91, 0.90
000588, 8, 200, 2.76, 1.39, 1.04
000843, 8, 200, 2.60, 1.38, 0.91
001776, 10, 200, 5.99, 2.29, 2.90
000132, 5, 200, 2.74, 1.28, 1.12
001732, 9, 200, 5.53, 3.05, 1.87
000041, 5, 200, 1.59, 0.82, 0.61
001691, 8, 200, 10.01, 3.24, 5.76
001636, 8, 200, 3.01, 1.61, 1.06
003470, 8, 200, 3.67, 2.14, 1.13
003416, 12, 200, 13.12, 4.33, 7.07
002076, 12, 200, 13.19, 4.99, 6.51
002633, 12, 200, 90.23, 15.98, 65.33
003603, 8, 200, 10.37, 3.29, 5.89
001928, 8, 200, 3.27, 1.65, 1.15
002061, 12, 200, 12.80, 3.68, 7.53
000820, 8, 200, 2.92, 1.55, 1.04
002508, 12, 200, 85.96, 16.43, 61.11
000304, 8, 200, 3.71, 2.18, 1.13
001582, 8, 200, 3.18, 1.62, 1.19
002882, 10, 200, 28.04, 4.54, 21.00
003238, 5, 200, 1.16, 0.83, 0.24
001465, 8, 200, 2.63, 1.39, 0.90
002545, 12, 200, 12.81, 4.47, 6.77
000914, 8, 200, 2.76, 1.39, 1.04
001583, 8, 200, 9.19, 2.47, 5.75
001650, 7, 300, 4.55, 1.15, 2.76
003602, 8, 200, 9.73, 3.16, 5.45
001571, 8, 200, 8.78, 2.49, 5.28
002415, 12, 200, 105.76, 15.29, 76.33
001348, 5, 200, 1.41, 0.62, 0.62
001218, 8, 200, 3.24, 1.83, 1.06
001729, 10, 200, 6.36, 2.86, 2.62
002845, 8, 200, 2.74, 1.38, 1.04
001721, 8, 200, 3.14, 1.91, 0.90
001750, 8, 200, 3.70, 2.15, 1.15
002482, 12, 200, 13.29, 5.10, 6.52
002557, 11, 200, 45.54, 6.45, 35.28
002408, 8, 200, 3.15, 1.56, 1.16
001526, 8, 200, 3.14, 1.56, 1.16
002282, 12, 200, 15.70, 5.13, 8.68
001699, 7, 300, 19.22, 4.38, 12.86
000640, 8, 0, 0, 0, 0
002079, 12, 200, 13.76, 5.15, 7.01
003579, 8, 200, 3.68, 2.15, 1.12
000880, 8, 200, 2.76, 1.39, 1.07
000874, 8, 200, 3.13, 1.61, 1.16
000537, 8, 200, 3.17, 1.60, 1.15
002114, 11, 200, 58.84, 11.85, 41.25
003244, 12, 200, 16.21, 5.23, 8.92
001117, 8, 200, 2.76, 1.36, 1.07
000123, 5, 200, 2.04, 0.64, 1.16
002352, 8, 200, 8.79, 2.44, 5.30
003114, 8, 200, 3.64, 2.11, 1.13
000517, 8, 200, 3.15, 1.56, 1.15
001851, 11, 200, 57.26, 10.41, 40.58
001253, 8, 200, 2.92, 1.55, 1.07
001115, 8, 200, 3.24, 1.85, 1.06
000924, 8, 200, 3.08, 1.85, 0.88
003309, 12, 200, 323.33, 27.54, 264.82
000619, 8, 200, 8.59, 2.38, 5.15
001349, 5, 200, 1.44, 0.61, 0.65
001775, 12, 200, 88.22, 13.29, 66.02
000298, 8, 200, 7.80, 1.38, 5.50
001728, 10, 200, 6.63, 2.93, 2.82
002189, 8, 200, 3.71, 2.16, 1.13
000819, 8, 200, 2.68, 1.43, 0.92
003295, 8, 200, 3.19, 1.85, 1.00
002346, 8, 200, 9.22, 2.41, 5.83
002680, 8, 200, 3.70, 2.16, 1.14
003539, 8, 200, 3.81, 2.26, 1.14
003444, 12, 200, 15.92, 5.31, 8.62
002741, 8, 200, 9.93, 3.19, 5.71
003386, 8, 200, 6.30, 1.14, 4.29
001787, 12, 200, 86.75, 12.39, 65.60
001899, 12, 200, 87.87, 13.59, 65.41
000770, 8, 0, 0, 0, 0
002611, 12, 200, 89.39, 13.19, 64.45
003506, 8, 200, 3.69, 2.16, 1.13
000972, 8, 200, 3.11, 1.88, 0.90
001355, 8, 200, 3.54, 2.21, 1.01
000922, 8, 200, 3.12, 1.80, 1.01
000571, 4, 0, 0, 0, 0
003182, 8, 200, 3.66, 2.16, 1.12
002417, 8, 200, 3.13, 1.59, 1.16
001628, 8, 200, 2.76, 1.36, 1.08
001955, 8, 200, 9.05, 2.53, 5.54
000882, 8, 200, 3.67, 2.12, 1.14
002821, 8, 200, 3.21, 1.82, 1.03
001543, 8, 200, 10.15, 3.51, 5.62
002157, 8, 200, 9.25, 2.72, 5.54
000991, 8, 200, 2.62, 1.38, 0.91
003435, 12, 200, 16.23, 5.32, 8.68
001604, 9, 200, 4.18, 1.80, 1.89
003163, 12, 200, 90.40, 13.81, 66.30
001426, 8, 200, 3.73, 2.17, 1.13
002483, 12, 200, 17.13, 6.24, 8.78
003511, 12, 200, 12.71, 3.85, 7.39
003345, 8, 200, 3.70, 2.18, 1.12
003046, 10, 200, 7.70, 3.37, 3.32
001537, 10, 200, 6.24, 2.89, 2.60
001035, 8, 200, 3.20, 1.87, 1.01
000051, 5, 200, 1.84, 0.94, 0.71
000253, 6, 200, 1.69, 1.08, 0.44
001558, 8, 200, 3.73, 2.18, 1.15
000195, 8, 2000, 24.38, 18.07, 5.25
003410, 12, 200, 13.39, 4.38, 7.37
001062, 8, 200, 3.25, 1.86, 1.03
001873, 12, 200, 12.99, 4.45, 6.88
002404, 12, 200, 12.66, 4.59, 6.52
000858, 8, 200, 3.14, 1.60, 1.16
001023, 8, 200, 2.75, 1.36, 1.07
003032, 8, 200, 3.23, 1.86, 1.01
002124, 12, 200, 13.62, 4.54, 7.13
001381, 8, 200, 8.77, 2.44, 5.40
002896, 8, 200, 2.76, 1.39, 1.05
002533, 11, 200, 45.08, 5.65, 36.23
002943, 8, 200, 9.26, 3.18, 4.99
003504, 8, 200, 10.78, 3.29, 6.47
001210, 8, 200, 3.22, 1.85, 1.06
002409, 12, 200, 88.14, 15.49, 63.23
000137, 8, 1000, 18.95, 13.17, 4.86
001063, 8, 200, 3.24, 1.84, 1.03
002963, 10, 200, 29.28, 6.30, 19.61
001717, 12, 200, 13.48, 3.94, 7.81
001280, 8, 200, 3.29, 1.93, 1.05
000798, 8, 200, 2.72, 1.36, 1.04
002521, 8, 200, 3.11, 1.89, 0.88
000921, 8, 200, 3.10, 1.89, 0.88
002522, 8, 200, 3.78, 2.23, 1.12
001671, 7, 300, 19.21, 5.59, 11.77
002423, 12, 200, 16.20, 5.26, 8.95
000564, 8, 200, 8.84, 2.42, 5.46
003368, 8, 200, 3.20, 1.85, 1.02
000270, 8, 0, 0, 0, 0
002566, 12, 200, 14.08, 4.63, 7.73
002316, 12, 200, 85.91, 14.15, 62.84
002862, 6, 200, 2.41, 0.63, 1.41
002433, 8, 200, 13.19, 2.38, 9.19
003514, 12, 200, 12.74, 3.80, 7.43
002640, 12, 200, 16.61, 5.26, 8.95
002270, 8, 200, 3.17, 1.59, 1.16
003308, 12, 200, 305.95, 26.07, 247.35
000263, 8, 200, 8.35, 2.26, 5.10
001181, 8, 200, 2.69, 1.36, 1.02
002851, 8, 200, 3.10, 1.57, 1.15
002108, 8, 200, 9.70, 2.44, 6.22
001498, 10, 200, 6.91, 2.61, 3.42
001734, 9, 200, 5.71, 2.74, 2.16
000628, 8, 200, 2.71, 1.38, 1.02
001423, 8, 200, 9.64, 3.20, 5.45
000429, 8, 200, 8.78, 2.42, 5.40
001667, 7, 300, 19.33, 5.92, 11.41
001347, 5, 200, 1.42, 0.62, 0.63
002029, 8, 200, 3.68, 2.17, 1.13
002213, 11, 200, 10.70, 3.53, 5.80
000709, 8, 200, 8.29, 2.46, 4.91
003446, 12, 200, 13.22, 4.46, 7.13
002382, 8, 200, 9.42, 3.11, 5.27
000365, 8, 200, 8.30, 2.22, 5.08
000994, 8, 200, 2.62, 1.39, 0.92
000812, 8, 200, 9.17, 2.41, 5.73
003465, 8, 200, 10.11, 3.50, 5.56
003297, 9, 200, 16.61, 3.46, 11.44
003124, 8, 200, 3.22, 1.88, 1.01
003436, 12, 200, 91.09, 16.02, 64.07
001432, 8, 200, 3.27, 1.88, 1.03
001436, 8, 200, 3.06, 1.70, 1.05
001248, 8, 200, 3.19, 1.86, 1.01
000306, 8, 200, 8.97, 3.18, 4.85
001864, 12, 200, 14.47, 4.93, 7.83
001533, 8, 200, 2.61, 1.39, 0.92
001679, 5, 200, 2.83, 1.21, 1.31
000754, 8, 200, 8.72, 2.44, 5.27
001165, 8, 200, 3.21, 1.84, 1.03
001185, 5, 200, 1.77, 0.99, 0.61
002568, 12, 200, 86.46, 13.79, 63.52
001390, 5, 200, 1.99, 0.62, 1.10
003051, 10, 200, 53.01, 7.91, 39.14
001084, 8, 200, 2.73, 1.35, 1.06
001554, 8, 200, 3.78, 2.24, 1.13
001370, 8, 200, 8.75, 2.35, 5.37
003330, 12, 200, 15.97, 5.21, 8.47
003559, 8, 200, 9.68, 3.40, 5.21
003233, 12, 200, 89.89, 14.85, 64.22
000504, 8, 200, 9.30, 3.05, 5.23
003587, 6, 200, 2.96, 1.90, 0.82
002710, 8, 200, 3.72, 2.21, 1.14
001645, 7, 300, 3.53, 0.99, 2.06
001687, 7, 300, 17.80, 4.28, 11.60
003399, 12, 200, 15.93, 5.12, 8.61
003519, 8, 200, 9.72, 3.13, 5.50
003260, 8, 200, 8.23, 2.00, 5.31
002942, 8, 200, 3.74, 2.17, 1.13
001799, 12, 200, 98.92, 17.74, 70.85
001725, 8, 200, 3.13, 1.90, 0.89
001607, 10, 200, 32.64, 7.24, 22.21
002935, 8, 200, 9.74, 2.98, 5.57
000357, 8, 100, 7.76, 1.47, 5.23
000985, 8, 0, 0, 0, 0
002348, 8, 200, 3.12, 1.56, 1.16
003484, 8, 200, 3.27, 1.90, 1.02
000210, 8, 200, 3.19, 1.60, 1.16
000710, 8, 200, 2.67, 1.43, 0.93
001923, 12, 200, 85.67, 15.84, 61.22
001311, 8, 200, 3.64, 2.31, 0.99
001979, 8, 200, 9.90, 3.22, 5.60
001234, 8, 200, 3.02, 1.62, 1.08
000162, 8, 200, 3.14, 1.60, 1.16
000718, 8, 200, 2.75, 1.38, 1.04
001951, 11, 200, 10.55, 3.30, 5.71
000406, 8, 100, 3.25, 1.16, 1.12
001235, 8, 200, 3.05, 1.67, 1.06
003059, 8, 0, 0, 0, 0
002074, 11, 200, 11.41, 4.12, 5.41
000175, 5, 200, 1.58, 0.82, 0.60
002267, 10, 200, 6.98, 2.55, 3.37
001290, 8, 200, 3.06, 1.71, 1.05
000774, 8, 200, 3.18, 1.63, 1.16
002712, 8, 200, 3.75, 2.19, 1.16
002356, 8, 200, 3.16, 1.94, 0.90
000445, 8, 200, 8.71, 2.40, 5.34
000426, 8, 200, 3.13, 1.61, 1.16
000948, 8, 50, 5.81, 0.88, 4.13
001836, 11, 200, 9.91, 3.75, 4.90
000717, 8, 200, 3.20, 1.64, 1.16
002485, 12, 200, 13.55, 5.15, 6.72
000802, 8, 200, 8.97, 2.35, 5.49
000025, 8, 200, 11.18, 4.36, 5.84
