modnr, pixrad, nmod, tot_t, mod_t, burn_t
001042, 8, 200, 3.11, 1.75, 1.03
000785, 8, 200, 2.61, 1.40, 0.91
002197, 8, 0, 0, 0, 0
002088, 11, 200, 8.76, 2.97, 4.71
000610, 8, 0, 0, 0, 0
001009, 8, 200, 3.74, 2.36, 1.00
000173, 8, 900, 7.00, 5.75, 0.96
002840, 8, 200, 8.44, 2.38, 5.06
001401, 8, 200, 2.63, 1.38, 0.91
000971, 8, 200, 3.26, 1.91, 1.03
000082, 5, 200, 2.26, 0.59, 1.35
000900, 5, 200, 1.38, 0.60, 0.62
000021, 5, 200, 2.65, 1.17, 1.19
000342, 8, 200, 3.69, 2.14, 1.13
000863, 5, 200, 1.32, 0.60, 0.53
002285, 12, 200, 15.46, 5.14, 8.43
000958, 8, 200, 3.22, 1.87, 1.03
000837, 8, 200, 2.99, 1.62, 1.04
000074, 5, 200, 1.61, 0.83, 0.61
001964, 11, 200, 54.79, 9.21, 39.63
002146, 8, 200, 3.67, 2.13, 1.13
003002, 8, 200, 3.68, 2.16, 1.12
003106, 10, 0, 0, 0, 0
001973, 8, 200, 9.80, 3.21, 5.53
001635, 8, 200, 9.31, 3.10, 5.14
001415, 8, 200, 10.05, 3.26, 5.75
003413, 12, 200, 13.95, 4.43, 7.70
003317, 12, 200, 13.84, 4.49, 7.62
001482, 8, 200, 3.74, 2.20, 1.14
000706, 8, 0, 0, 0, 0
003240, 8, 200, 7.03, 1.67, 4.49
001196, 8, 200, 2.73, 1.39, 1.04
000913, 8, 0, 0, 0, 0
002926, 10, 200, 7.86, 3.35, 3.33
000374, 8, 200, 3.12, 1.58, 1.16
003298, 12, 200, 13.51, 4.55, 7.26
002394, 12, 200, 89.82, 16.50, 64.62
001968, 8, 200, 3.09, 1.88, 0.88
002438, 8, 200, 3.68, 2.15, 1.12
000555, 8, 200, 3.11, 1.90, 0.88
001550, 6, 200, 1.64, 1.05, 0.43
001417, 5, 200, 1.48, 0.78, 0.53
002630, 12, 200, 16.38, 5.35, 8.92
002657, 8, 200, 8.72, 2.42, 5.35
003082, 8, 200, 3.66, 2.13, 1.13
000405, 8, 100, 9.23, 1.87, 5.45
000160, 5, 200, 1.18, 0.41, 0.62
000938, 8, 200, 3.68, 2.33, 1.00
003476, 8, 200, 3.70, 2.15, 1.12
002679, 8, 200, 9.56, 3.15, 5.34
003195, 10, 200, 34.61, 9.39, 21.46
000049, 5, 200, 3.06, 1.33, 1.44
003289, 12, 200, 584.60, 49.05, 493.58
002907, 9, 200, 20.43, 5.01, 12.93
001350, 5, 200, 1.43, 0.63, 0.62
001239, 8, 200, 3.01, 1.64, 1.06
001257, 8, 200, 2.84, 1.49, 1.02
001427, 8, 200, 9.23, 2.48, 5.77
002581, 12, 200, 12.69, 4.48, 6.50
000867, 8, 200, 2.60, 1.39, 0.91
001291, 8, 200, 3.23, 1.84, 1.08
000716, 8, 200, 2.73, 1.35, 1.07
002843, 11, 200, 10.70, 3.35, 5.95
003395, 12, 200, 12.65, 3.73, 7.30
000582, 5, 200, 1.35, 0.49, 0.68
000449, 8, 200, 9.91, 3.28, 5.59
001120, 8, 200, 2.97, 1.60, 1.05
002129, 8, 200, 9.06, 2.44, 5.62
000852, 5, 200, 1.25, 0.42, 0.68
002849, 8, 200, 2.80, 1.45, 1.04
000818, 8, 200, 3.70, 2.15, 1.12
003404, 12, 200, 12.77, 3.72, 7.26
000267, 5, 200, 1.92, 1.10, 0.66
002602, 12, 200, 16.45, 5.43, 8.93
000883, 8, 0, 0, 0, 0
002776, 8, 200, 2.77, 1.40, 1.04
002208, 8, 200, 8.91, 2.40, 5.41
000733, 5, 200, 1.22, 0.42, 0.64
002412, 12, 200, 84.49, 12.93, 61.74
000558, 8, 200, 3.20, 1.87, 1.00
002652, 11, 200, 10.74, 3.34, 5.95
002145, 8, 200, 3.12, 1.91, 0.89
001032, 8, 200, 2.99, 1.64, 1.05
002740, 8, 200, 3.70, 2.17, 1.14
001219, 8, 200, 2.73, 1.35, 1.08
000660, 8, 200, 3.18, 1.95, 0.89
002343, 8, 200, 9.17, 2.46, 5.65
003265, 5, 200, 1.78, 1.02, 0.61
002116, 10, 200, 6.84, 2.61, 3.39
003537, 8, 200, 13.03, 3.24, 8.56
002287, 12, 200, 12.25, 4.32, 6.45
002381, 8, 200, 3.72, 2.16, 1.12
002743, 8, 200, 9.33, 3.15, 5.15
002253, 12, 200, 94.89, 15.24, 68.23
002424, 12, 200, 89.04, 13.10, 67.11
002879, 12, 200, 88.60, 12.64, 66.82
002376, 8, 200, 9.97, 3.26, 5.62
003569, 11, 200, 9.31, 3.50, 4.58
000414, 8, 100, 2.43, 0.87, 1.15
003604, 8, 200, 10.11, 3.21, 5.75
001949, 8, 200, 8.86, 2.85, 5.02
002987, 8, 200, 9.90, 3.45, 5.41
002264, 10, 200, 6.96, 2.60, 3.39
002169, 8, 200, 9.30, 3.11, 5.18
002058, 8, 200, 2.63, 1.39, 0.93
001740, 8, 200, 3.15, 1.82, 1.00
001044, 8, 200, 2.79, 1.40, 1.09
002078, 12, 200, 87.04, 17.26, 61.04
002055, 11, 200, 8.77, 2.86, 4.73
001889, 11, 200, 8.33, 2.89, 4.39
001107, 8, 200, 3.21, 1.85, 1.04
000422, 8, 200, 3.13, 1.58, 1.15
003387, 8, 200, 3.19, 1.61, 1.17
001448, 8, 200, 2.72, 1.36, 1.06
000282, 8, 200, 8.77, 2.35, 5.46
001419, 8, 200, 9.07, 2.47, 5.60
003307, 8, 200, 99.64, 9.83, 85.30
001136, 8, 200, 3.18, 1.83, 1.02
000519, 8, 200, 8.27, 2.43, 4.92
001536, 8, 200, 3.19, 1.84, 1.03
000898, 8, 200, 10.11, 3.11, 5.93
003311, 12, 200, 212.07, 32.61, 169.73
001539, 8, 200, 9.25, 2.51, 5.67
003158, 12, 200, 15.02, 4.26, 8.57
002466, 8, 200, 9.10, 3.11, 4.97
000398, 8, 900, 9.67, 3.24, 5.51
001852, 12, 200, 13.88, 4.32, 7.96
003599, 8, 200, 9.53, 3.24, 5.27
001874, 12, 200, 16.13, 5.13, 8.89
001770, 8, 200, 3.25, 1.66, 1.18
000385, 8, 100, 7.85, 1.57, 5.15
002717, 8, 200, 9.96, 3.14, 5.77
001148, 8, 200, 3.39, 2.05, 1.00
003155, 11, 200, 55.16, 11.17, 37.63
003282, 8, 200, 6.70, 1.63, 4.19
003352, 8, 200, 9.43, 3.15, 5.26
002984, 8, 200, 3.19, 1.85, 1.03
002747, 8, 200, 3.29, 1.93, 1.02
000002, 5, 200, 2.51, 1.21, 1.01
000056, 5, 200, 1.21, 0.43, 0.63
002514, 12, 200, 88.10, 15.82, 62.79
003252, 8, 200, 3.21, 1.86, 1.02
001922, 12, 200, 16.31, 5.27, 9.16
000611, 8, 200, 3.79, 2.48, 0.96
000744, 5, 200, 2.54, 1.03, 1.23
002664, 8, 200, 3.73, 2.19, 1.15
002458, 8, 200, 3.09, 1.87, 0.88
001779, 10, 200, 30.93, 5.63, 21.80
000458, 8, 1050, 9.25, 7.70, 1.16
000680, 8, 200, 2.65, 1.42, 0.92
001752, 12, 200, 13.44, 3.84, 7.94
001250, 8, 200, 3.22, 1.85, 1.03
002591, 12, 200, 15.85, 5.17, 8.55
002024, 8, 200, 8.94, 2.54, 5.35
003050, 12, 200, 16.79, 6.05, 8.44
002353, 11, 200, 8.92, 3.00, 4.76
001090, 8, 200, 3.21, 1.86, 1.03
001782, 8, 200, 3.16, 1.62, 1.17
002627, 12, 200, 90.30, 15.30, 65.39
003335, 12, 200, 13.30, 4.52, 7.32
001200, 8, 200, 3.22, 1.81, 1.07
001079, 8, 200, 3.64, 2.32, 0.97
003405, 12, 200, 15.78, 4.47, 9.14
002983, 8, 200, 9.62, 3.12, 5.15
002473, 8, 200, 3.05, 1.85, 0.89
001505, 10, 200, 5.61, 2.28, 2.60
001490, 8, 200, 3.71, 2.17, 1.14
002670, 8, 200, 3.73, 2.20, 1.14
001972, 8, 200, 3.70, 2.18, 1.13
000604, 8, 200, 9.20, 2.41, 5.81
002427, 12, 200, 105.34, 14.21, 82.81
000617, 8, 200, 3.18, 1.59, 1.15
002575, 12, 200, 12.90, 4.41, 6.70
003595, 8, 200, 8.90, 2.49, 5.27
003154, 12, 200, 15.19, 4.36, 8.75
000872, 8, 200, 2.71, 1.36, 1.05
001965, 10, 200, 5.62, 2.26, 2.59
000675, 8, 200, 2.61, 1.36, 0.92
001265, 8, 200, 3.37, 2.03, 1.02
000650, 8, 200, 2.60, 1.38, 0.91
002010, 8, 200, 2.88, 1.64, 0.90
000850, 5, 200, 1.59, 0.69, 0.68
002425, 8, 200, 2.63, 1.40, 0.93
002306, 12, 200, 15.81, 5.27, 8.71
002677, 8, 200, 9.64, 3.29, 5.36
001894, 8, 200, 3.12, 1.59, 1.16
002082, 11, 200, 9.52, 3.62, 4.71
001352, 8, 200, 3.08, 1.75, 1.02
001017, 8, 200, 3.14, 1.81, 1.02
000055, 5, 200, 2.14, 0.69, 1.18
000583, 5, 200, 1.19, 0.41, 0.62
000510, 8, 200, 2.64, 1.40, 0.91
001179, 8, 200, 2.69, 1.36, 1.03
001194, 8, 200, 2.76, 1.38, 1.06
000728, 5, 200, 1.58, 0.79, 0.61
002160, 8, 200, 8.80, 2.46, 5.32
002195, 8, 0, 0, 0, 0
002789, 8, 200, 3.18, 1.61, 1.16
001077, 8, 200, 3.22, 1.86, 1.05
002366, 8, 200, 3.72, 2.18, 1.13
003043, 10, 200, 62.52, 8.77, 48.66
000740, 5, 200, 1.11, 0.42, 0.54
002309, 12, 200, 15.81, 5.26, 8.74
000179, 8, 750, 6.10, 4.83, 0.96
000829, 8, 200, 2.81, 1.42, 1.05
000311, 8, 200, 3.70, 2.18, 1.13
001643, 7, 300, 5.68, 2.86, 2.23
001040, 8, 200, 2.85, 1.50, 1.03
000133, 8, 1250, 43.67, 15.75, 24.81
000285, 8, 200, 8.80, 2.55, 5.29
002536, 12, 200, 12.89, 4.43, 6.91
001991, 8, 200, 9.85, 3.18, 5.63
001884, 12, 200, 13.98, 4.53, 7.76
002569, 12, 200, 13.40, 4.56, 7.17
000511, 8, 200, 2.72, 1.35, 1.05
001208, 8, 200, 3.25, 1.93, 1.00
002844, 8, 200, 8.65, 2.57, 5.11
002255, 12, 200, 15.95, 5.45, 8.65
001577, 8, 200, 2.64, 1.40, 0.91
002991, 8, 200, 9.94, 3.46, 5.47
000188, 8, 350, 4.19, 2.78, 1.06
002807, 11, 200, 10.90, 3.45, 5.89
002714, 8, 200, 3.71, 2.16, 1.14
000208, 8, 200, 2.64, 1.36, 0.97
002218, 11, 200, 8.79, 2.93, 4.80
000608, 8, 200, 2.74, 1.39, 1.03
003542, 8, 200, 3.17, 1.61, 1.16
001878, 8, 200, 3.12, 1.60, 1.15
001733, 8, 200, 3.12, 1.89, 0.89
003526, 12, 200, 12.54, 3.60, 7.27
000104, 8, 2000, 54.08, 48.17, 4.97
002513, 12, 200, 15.72, 5.12, 8.70
